id,id_local_vet,name_pet,breed,price,date,is_online,is_cat,is_dog,service_name,sale_by_publisher,name_client,is_suscribed
908,77,Virginia,LaPerm,20,2021-06-01,False,1,0,servicio general,0,Sharon Ramos,1
909,95,Valerie,Pixiebob,20,2021-06-05,0,1,0,servicio general,1,Stephanie Reed,0
910,74,Tammy,Ocicat,20,2021-06-06,0,1,0,servicio general,1,Amanda Barnes,0
911,53,Alfred,lhasa,50,2021-05-16,True,0,1,Vacunación,0,Seth Parks,1
912,88,Jennifer,chihuahua,1000,2021-06-12,0,0,1,Operación de pata,1,David Santos,0
913,29,Julie,Oriental Long Hair,40,2021-06-03,False,1,0,Baño médico,1,Megan Reed,1
914,77,Cody,Oriental Short Hair,1000,2021-05-07,False,1,0,Operación de pata,0,Heather Garcia,1
915,85,Tracey,yorkshire_terrier,40,2021-05-06,0,0,1,Baño médico,1,Brian Clark,0
916,65,Marcus,toy_poodle,20,2021-06-03,False,0,1,servicio general,1,Nicole Johnson,1
917,1,Samantha,basenji,80,2021-05-19,0,0,1,castración,1,Judy Warren,0
918,37,Aaron,greater_swiss_mountain_dog,20,2021-05-17,0,0,1,servicio general,1,Monique Drake,0
919,51,Kristine,basenji,30,2021-05-11,0,0,1,Peluquería,1,Laura Knight,0
920,33,Kristie,german_short-haired_pointer,50,2021-06-20,0,0,1,Vacunación,0,Sarah Brown,0
921,39,Margaret,Chausie,30,2021-06-29,0,1,0,Peluquería,0,Tammy Stewart,0
922,39,Jamie,afghan_hound,20,2021-05-24,0,0,1,servicio general,0,Emily Brown,0
923,35,Cassandra,border_terrier,20,2021-05-11,0,0,1,servicio general,0,Rebecca Baldwin,0
924,29,Kristina,Domestic Short Hair,50,2021-06-07,False,1,0,Vacunación,1,Victor Thomas,1
925,99,Robert,Chinchilla,1000,2021-06-11,True,1,0,Operación de pata,1,Jill Clark,1
926,81,Jose,toy_poodle,20,2021-05-23,True,0,1,Cortar uñas,1,Chad Brewer,1
927,8,Jeremy,Russian Blue,30,2021-05-30,0,1,0,Peluquería,1,Madeline Mcpherson,0
928,88,Tracy,shih-tzu,30,2021-06-17,0,0,1,Peluquería,1,Eric Haley,0
929,88,Dalton,miniature_schnauzer,40,2021-05-04,0,0,1,Baño médico,0,Frank Hernandez,0
930,98,Angela,Sphynx - Hairless Cat,1000,2021-06-22,0,1,0,Operación de pata,0,Austin Griffin,0
931,66,Karen,Birman,40,2021-06-16,0,1,0,Baño médico,0,Omar Hebert,0
932,13,Kim,Silver,80,2021-05-23,False,1,0,castración,0,John Perkins,1
933,39,Jose,Norwegian Forest Cat,30,2021-05-04,0,1,0,Desparasitación,1,Angela Sexton,0
934,66,Barbara,Snowshoe,20,2021-05-05,0,1,0,Cortar uñas,0,Shannon Walter,0
935,93,Jacob,pomeranian,50,2021-06-08,True,0,1,Vacunación,0,Craig Davis,1
936,36,Regina,British Shorthair,80,2021-06-21,False,1,0,castración,0,Gwendolyn Drake,1
937,46,Tracy,golden_retriever,50,2021-05-09,0,0,1,Vacunación,1,Stephanie Guerrero,0
938,47,Henry,miniature_poodle,30,2021-06-29,0,0,1,Peluquería,0,Krista Hahn,0
939,46,Kimberly,basenji,20,2021-06-12,0,0,1,Cortar uñas,0,Julia Johnson,0
940,31,Robert,Somali,30,2021-06-27,True,1,0,Peluquería,0,Timothy Fowler,1
941,33,Margaret,schipperke,80,2021-06-28,0,0,1,castración,0,Gary Chung,0
942,98,Alfred,chihuahua,30,2021-05-02,0,0,1,Peluquería,0,Matthew Gonzalez,0
943,39,Paula,Scottish Fold,30,2021-06-28,0,1,0,Peluquería,1,Tony Scott,0
944,51,Tyler,Japanese Bobtail,40,2021-05-20,0,1,0,Baño médico,0,Jessica Jennings,0
945,56,Robert,collie,30,2021-05-21,0,0,1,Peluquería,0,Michelle Moody,0
946,77,James,Chausie,40,2021-05-12,False,1,0,Baño médico,0,Brett Garcia,1
947,84,Kayla,Devon Rex,30,2021-05-02,0,1,0,Desparasitación,1,Erin Atkins,0
948,90,Hannah,British Shorthair,1000,2021-05-05,0,1,0,Operación de pata,0,Julie Evans,0
949,9,Julie,blenheim_spaniel,80,2021-05-09,True,0,1,castración,0,Dana Gomez,1
950,42,Aaron,Scottish Fold,80,2021-06-05,True,1,0,castración,0,Tonya Arnold,1
951,56,Tyler,vizsla,50,2021-06-26,0,0,1,Vacunación,0,Steven Perkins,0
952,9,William,toy_terrier,1000,2021-06-13,True,0,1,Operación de pata,1,Mrs. Lori Tran,1
953,62,John,Oriental Long Hair,20,2021-06-12,True,1,0,Cortar uñas,0,Vicki Mahoney,1
954,99,Karen,border_terrier,30,2021-06-28,True,0,1,Desparasitación,0,Christina Reed,1
955,82,Phyllis,soft-coated_wheaten_terrier,1000,2021-06-21,False,0,1,Operación de pata,0,Donald Holt,1
956,13,Barbara,Chinchilla,1000,2021-05-07,False,1,0,Operación de pata,1,Helen Shea,1
957,77,Gerald,Japanese Bobtail,20,2021-05-17,False,1,0,Cortar uñas,1,Amy Winters,1
958,52,Kathleen,toy_terrier,50,2021-05-06,0,0,1,Vacunación,0,Jessica Wilkerson,0
959,35,Alisha,papillon,50,2021-06-30,0,0,1,Vacunación,0,Randy Levine,0
960,46,Cameron,Siamese,1000,2021-05-07,0,1,0,Operación de pata,1,Paula Smith,0
961,84,Maria,vizsla,20,2021-05-10,0,0,1,servicio general,0,Patrick Andersen,0
962,12,Alfred,border_terrier,50,2021-05-19,True,0,1,Vacunación,0,Richard Phillips,1
963,39,Kim,Somali,80,2021-05-03,0,1,0,castración,1,Carla Mendez,0
964,59,Angela,Norwegian Forest Cat,50,2021-05-19,False,1,0,Vacunación,0,Miss Victoria Edwards,1
965,98,Marie,golden_retriever,50,2021-06-23,0,0,1,Vacunación,1,Denise Clark,0
966,60,Valerie,blenheim_spaniel,30,2021-05-06,True,0,1,Desparasitación,1,Tammy Russell,1
967,66,Miguel,Tiger,80,2021-06-18,0,1,0,castración,1,David Perry,0
968,87,Maria,newfoundland,20,2021-05-31,False,0,1,servicio general,0,Caitlin Garcia,1
969,85,Benjamin,Calico,1000,2021-05-04,0,1,0,Operación de pata,0,Logan Marshall,0
970,27,Julie,basenji,50,2021-06-23,True,0,1,Vacunación,0,Bonnie Simmons,1
971,34,Bobby,dandie_dinmont,20,2021-05-19,True,0,1,Cortar uñas,1,Kathy Garcia,1
972,66,Allison,toy_poodle,80,2021-06-13,0,0,1,castración,0,James Wilson,0
973,91,William,greater_swiss_mountain_dog,30,2021-05-12,0,0,1,Desparasitación,0,Sheena Velez,0
974,97,Lauren,Canadian Hairless,30,2021-05-20,False,1,0,Peluquería,1,Mr. Juan Bartlett,1
975,27,Cheryl,Chinchilla,20,2021-05-12,True,1,0,Cortar uñas,1,Samantha Young,1
976,47,Jamie,english_springer,40,2021-05-16,0,0,1,Baño médico,1,Stephanie Brooks,0
977,13,Patricia,golden_retriever,30,2021-06-30,False,0,1,Desparasitación,0,Cheryl Blair,1
978,82,Timothy,border_terrier,40,2021-05-26,False,0,1,Baño médico,1,Dawn Mccoy,1
979,51,Christopher,eskimo_dog,50,2021-06-08,0,0,1,Vacunación,0,Gregory Tate,0
980,5,Patricia,dandie_dinmont,80,2021-05-05,False,0,1,castración,1,Adrienne Carter,1
981,39,Dalton,Tortoiseshell,40,2021-05-12,0,1,0,Baño médico,1,Jackie Rivera,0
982,93,James,boxer,20,2021-05-10,True,0,1,servicio general,0,Tracy Robbins,1
983,49,Dana,Bombay,50,2021-05-25,False,1,0,Vacunación,0,Gregory Flores,1
984,73,Nicole,norwegian_elkhound,1000,2021-05-21,True,0,1,Operación de pata,0,Crystal Cole,1
985,60,Virginia,Pixiebob,30,2021-05-29,False,1,0,Peluquería,0,Tiffany Williams,1
986,27,Veronica,Chausie,50,2021-05-15,True,1,0,Vacunación,1,Roberta Brown,1
987,12,Karen,Canadian Hairless,30,2021-06-19,True,1,0,Desparasitación,0,Joshua Hurst,1
988,65,Luis,Canadian Hairless,40,2021-05-19,False,1,0,Baño médico,0,Jennifer Henry,1
989,41,Valerie,Chartreux,80,2021-05-24,0,1,0,castración,0,Stephanie Garza,0
990,33,Veronica,cocker_spaniel,20,2021-05-02,0,0,1,servicio general,1,Larry Boyd,0
991,14,Julie,Javanese,20,2021-06-01,False,1,0,servicio general,0,Deborah Perez,1
992,14,Jose,Extra-Toes Cat - Hemingway Polydactyl,30,2021-05-31,False,1,0,Peluquería,1,Richard Kelly,1
993,60,Michael,Maine Coon,40,2021-06-23,False,1,0,Baño médico,0,Henry Thomas,1
994,14,Eric,Somali,80,2021-06-15,False,1,0,castración,0,Gina Duncan,1
995,42,Kristie,Burmese,20,2021-05-25,True,1,0,Cortar uñas,0,Shelly Lewis,1
996,88,Tyler,Russian Blue,50,2021-06-02,0,1,0,Vacunación,0,Andrew Carpenter,0
997,62,Eric,Dilute Calico,1000,2021-05-27,False,1,0,Operación de pata,1,Robin Reed,1
998,90,Robert,cocker_spaniel,20,2021-06-28,0,0,1,servicio general,0,Robin Shields,0
999,52,Christopher,British Shorthair,40,2021-06-09,0,1,0,Baño médico,0,Martha Mcdonald,0
1000,39,Joe,Torbie,30,2021-06-29,0,1,0,Peluquería,1,Thomas Tucker,0
1001,46,Erika,Chartreux,80,2021-05-02,0,1,0,castración,1,Kristen Nelson,0
1002,48,Melissa,miniature_schnauzer,20,2021-06-13,0,0,1,Cortar uñas,1,Diane Barr,0
1003,47,Jeremy,bedlington_terrier,50,2021-06-04,0,0,1,Vacunación,1,James Hicks,0
1004,1,Ronald,Abyssinian,20,2021-05-22,0,1,0,servicio general,0,Paul Haynes,0
1005,82,Gregory,British Shorthair,20,2021-05-06,False,1,0,Cortar uñas,1,Emily Edwards,1
1006,39,Luis,afghan_hound,30,2021-05-30,0,0,1,Peluquería,0,Michael Neal,0
1007,62,Barbara,Japanese Bobtail,1000,2021-05-15,True,1,0,Operación de pata,1,Jeremy Mcclain,1
1008,47,April,samoyed,20,2021-06-02,0,0,1,servicio general,0,Caitlin Garcia,0
1009,73,Deborah,Munchkin,40,2021-05-16,True,1,0,Baño médico,0,Monica Williams,1
1010,22,Kristine,norwegian_elkhound,50,2021-06-10,False,0,1,Vacunación,1,Michelle Williams DDS,1
1011,60,Rodney,german_short-haired_pointer,40,2021-06-06,True,0,1,Baño médico,0,Matthew Gonzalez,1
1012,79,Carla,japanese_spaniel,20,2021-05-26,False,0,1,servicio general,0,Taylor Mcfarland,1
1013,49,Curtis,Siberian,40,2021-05-12,True,1,0,Baño médico,1,Christopher Payne,1
1014,33,Cameron,Dilute Calico,1000,2021-06-07,0,1,0,Operación de pata,0,Maria Ward,0
1015,29,Joshua,Russian Blue,20,2021-06-19,False,1,0,servicio general,1,James Thompson,1
1016,53,Denise,Norwegian Forest Cat,30,2021-06-14,False,1,0,Peluquería,1,Courtney Huffman,1
1017,13,Patricia,Selkirk Rex,50,2021-05-23,False,1,0,Vacunación,1,Nicholas Jacobson,1
1018,41,Matthew,Somali,20,2021-06-06,0,1,0,Cortar uñas,1,Aaron Soto DDS,0
1019,9,Tyler,eskimo_dog,30,2021-05-25,True,0,1,Desparasitación,1,Mrs. Natalie Cannon,1
1020,13,Christopher,Silver,1000,2021-05-01,False,1,0,Operación de pata,1,William Summers,1
1021,33,Russell,Snowshoe,30,2021-06-04,0,1,0,Peluquería,1,Nancy French,0
1022,8,Helen,collie,30,2021-05-16,0,0,1,Desparasitación,0,Hannah Mckay,0
1023,37,David,border_terrier,40,2021-05-27,0,0,1,Baño médico,1,Leslie Wallace,0
1024,22,Kristie,basenji,30,2021-05-20,False,0,1,Desparasitación,0,John Clark,1
1025,47,Anthony,lhasa,20,2021-05-14,0,0,1,servicio general,0,Yvonne King,0
1026,8,Kayla,Maine Coon,20,2021-06-17,0,1,0,Cortar uñas,1,Derek Baker,0
1027,48,David,pomeranian,30,2021-06-21,0,0,1,Peluquería,1,Jennifer Jordan,0
1028,88,Miguel,newfoundland,50,2021-06-10,0,0,1,Vacunación,0,William Patrick,0
1029,87,Benjamin,Applehead Siamese,30,2021-05-07,True,1,0,Peluquería,1,Melanie Harris,1
1030,39,Russell,Balinese,1000,2021-06-13,0,1,0,Operación de pata,1,Shawn Patrick,0
1031,98,Marcus,Canadian Hairless,30,2021-06-20,0,1,0,Peluquería,0,Kathryn Huff,0
1032,49,Gregory,Domestic Short Hair,20,2021-06-23,False,1,0,servicio general,1,Craig Smith,1
1033,31,Judith,Torbie,30,2021-06-10,True,1,0,Desparasitación,1,Douglas Collins,1
1034,12,Barbara,Abyssinian,40,2021-05-10,False,1,0,Baño médico,0,Craig Curry,1
1035,91,Sylvia,german_short-haired_pointer,80,2021-06-24,0,0,1,castración,1,Catherine Mcknight,0
1036,97,Curtis,Balinese,80,2021-05-19,False,1,0,castración,0,Robin Cantrell,1
1037,41,Cheryl,Selkirk Rex,30,2021-05-20,0,1,0,Peluquería,1,William Foster,0
1038,69,Renee,American Bobtail,40,2021-05-24,True,1,0,Baño médico,0,Chase Peterson,1
1039,59,Kayla,japanese_spaniel,30,2021-06-06,False,0,1,Peluquería,1,David Martinez,1
1040,10,Robert,York Chocolate,80,2021-05-08,0,1,0,castración,0,Jonathan Page,0
1041,13,Jose,Cornish Rex,50,2021-05-30,False,1,0,Vacunación,0,Jacob Carter,1
1042,8,Kim,Torbie,20,2021-05-11,0,1,0,Cortar uñas,1,Heather Hawkins,0
1043,46,Henry,Javanese,20,2021-06-25,0,1,0,servicio general,1,David Anderson,0
1044,46,Leah,Cornish Rex,20,2021-06-20,0,1,0,Cortar uñas,1,Craig Schwartz,0
1045,14,Matthew,lhasa,20,2021-05-19,False,0,1,servicio general,0,Bonnie White,1
1046,93,Kathleen,toy_terrier,1000,2021-06-21,True,0,1,Operación de pata,1,Mrs. Amanda Keller,1
1047,12,Judith,Manx,40,2021-05-11,True,1,0,Baño médico,1,Noah Page,1
1048,31,Virginia,saluki,30,2021-05-18,True,0,1,Desparasitación,0,Blake Roberts,1
1049,5,Brianna,yorkshire_terrier,30,2021-05-07,False,0,1,Desparasitación,0,Timothy Bell,1
1050,99,Kristie,great_pyrenees,40,2021-05-10,True,0,1,Baño médico,0,Dr. Kristen Garcia,1
1051,85,Kevin,newfoundland,40,2021-06-25,0,0,1,Baño médico,0,Nathan Silva,0
1052,36,Carla,shih-tzu,50,2021-05-09,False,0,1,Vacunación,0,Laura Zamora,1
1053,99,Sarah,Russian Blue,80,2021-06-07,True,1,0,castración,1,Heather Hawkins,1
1054,48,Thomas,American Curl,50,2021-05-08,0,1,0,Vacunación,1,Michael Smith,0
1055,56,Thomas,german_short-haired_pointer,30,2021-06-04,0,0,1,Peluquería,0,Michael Mayer,0
1056,9,Barbara,english_springer,50,2021-05-15,True,0,1,Vacunación,1,Gregory Walker,1
1057,13,Kevin,greater_swiss_mountain_dog,40,2021-06-27,False,0,1,Baño médico,1,Brittany Michael,1
1058,60,Angela,American Bobtail,80,2021-05-22,True,1,0,castración,1,Connie Stein,1
1059,74,Susan,yorkshire_terrier,30,2021-06-23,0,0,1,Desparasitación,0,Amy Woods,0
1060,33,Paula,Siamese,40,2021-05-29,0,1,0,Baño médico,1,David Hernandez,0
1061,87,Eric,Siamese,30,2021-05-01,True,1,0,Peluquería,1,Jacob Adams,1
1062,1,Karen,Munchkin,20,2021-06-06,0,1,0,Cortar uñas,0,Michael Bailey,0
1063,81,Kara,Tiger,1000,2021-05-27,True,1,0,Operación de pata,0,Pamela Graham,1
1064,87,Jamie,Exotic Shorthair,1000,2021-06-20,True,1,0,Operación de pata,0,Diane Garcia,1
1065,88,James,kerry_blue_terrier,80,2021-06-11,0,0,1,castración,1,Jennifer Henry,0
1066,37,Steven,Norwegian Forest Cat,30,2021-06-10,0,1,0,Desparasitación,1,Daniel Buck II,0
1067,62,Carlos,Snowshoe,40,2021-06-25,False,1,0,Baño médico,0,Chad Mitchell,1
1068,56,Mark,Chausie,50,2021-05-15,0,1,0,Vacunación,1,Wesley Griffin,0
1069,22,Katie,beagle,40,2021-05-10,True,0,1,Baño médico,1,Amanda Wilson,1
1070,37,Benjamin,toy_terrier,30,2021-05-11,0,0,1,Peluquería,0,Marvin Villanueva,0
1071,34,Ryan,Norwegian Forest Cat,40,2021-05-14,True,1,0,Baño médico,0,Charles Duran,1
1072,60,Renee,Havana,80,2021-05-22,False,1,0,castración,0,Mandy Wang,1
1073,14,Barbara,Sphynx - Hairless Cat,80,2021-05-02,False,1,0,castración,1,Nicole Vang,1
1074,87,David,vizsla,1000,2021-06-26,False,0,1,Operación de pata,1,Charles Dean,1
1075,5,Nicole,soft-coated_wheaten_terrier,30,2021-06-09,False,0,1,Desparasitación,1,Rebecca Montgomery,1
1076,52,Robin,afghan_hound,40,2021-05-16,0,0,1,Baño médico,0,Leslie Diaz,0
1077,80,Kevin,dandie_dinmont,30,2021-05-05,0,0,1,Desparasitación,0,Gabriel Williams,0
1078,60,Tracey,Applehead Siamese,1000,2021-05-12,True,1,0,Operación de pata,1,Alexander Morris,1
1079,9,Michael,American Bobtail,40,2021-06-27,True,1,0,Baño médico,1,Debra Leblanc,1
1080,66,Kevin,malinois,80,2021-05-12,0,0,1,castración,1,Kimberly Huerta,0
1081,88,Reginald,Russian Blue,30,2021-06-21,0,1,0,Desparasitación,1,Marcus Herrera,0
1082,84,Veronica,welsh_springer_spaniel,40,2021-05-22,0,0,1,Baño médico,0,Teresa Wagner,0
1083,31,Gary,golden_retriever,1000,2021-05-14,False,0,1,Operación de pata,1,Robert Hudson,1
1084,88,David,miniature_poodle,80,2021-05-27,0,0,1,castración,0,Michael Wilson,0
1085,53,Lisa,airedale,1000,2021-06-12,True,0,1,Operación de pata,0,Julie Johnson,1
1086,65,Christopher,vizsla,1000,2021-06-16,True,0,1,Operación de pata,0,Janet Johnson,1
1087,35,Sylvia,african_hunting_dog,20,2021-05-31,0,0,1,servicio general,0,John Butler,0
1088,85,Kristina,Chartreux,40,2021-05-20,0,1,0,Baño médico,0,Austin Bryant IV,0
1089,56,Robert,toy_poodle,20,2021-06-09,0,0,1,servicio general,0,Kathleen Cruz,0
1090,8,Troy,Chinchilla,30,2021-05-31,0,1,0,Peluquería,1,Charles Foster,0
1091,44,Penny,Tabby,80,2021-05-13,True,1,0,castración,1,Kevin Green,1
1092,95,Cathy,chihuahua,50,2021-05-12,0,0,1,Vacunación,0,Joseph Brown,0
1093,36,Kara,Burmilla,20,2021-06-12,True,1,0,servicio general,0,Denise Davis,1
1094,59,Dennis,LaPerm,50,2021-06-01,False,1,0,Vacunación,0,Thomas Sims,1
1095,72,Anthony,Munchkin,40,2021-05-21,True,1,0,Baño médico,1,Alexandra Sanders,1
1096,51,Nicole,Chinchilla,80,2021-05-25,0,1,0,castración,1,Patricia Gonzalez,0
1097,56,Kathleen,Scottish Fold,30,2021-06-21,0,1,0,Desparasitación,1,Meghan Lopez,0
1098,91,Cathy,dhole,20,2021-06-27,0,0,1,Cortar uñas,0,Kevin Cordova,0
1099,98,Derrick,african_hunting_dog,1000,2021-06-05,0,0,1,Operación de pata,1,Marco Butler,0
1100,59,Brittany,newfoundland,80,2021-06-22,False,0,1,castración,0,Jason Atkins,1
1101,93,Angela,soft-coated_wheaten_terrier,30,2021-06-09,True,0,1,Desparasitación,1,Rebecca White,1
1102,73,Michael,maltese_dog,30,2021-06-23,True,0,1,Desparasitación,0,Rachel Allen,1
1103,52,Tyler,Abyssinian,40,2021-06-06,0,1,0,Baño médico,1,Autumn Brown,0
1104,14,Gerald,Dilute Calico,1000,2021-06-13,False,1,0,Operación de pata,1,Brendan Schwartz,1
1105,42,Tracy,American Curl,20,2021-05-05,True,1,0,servicio general,0,Shannon Chang,1
1106,79,Robert,lhasa,50,2021-05-14,False,0,1,Vacunación,0,Mario Gonzales,1
1107,41,Alexa,Siberian,80,2021-05-17,0,1,0,castración,0,Meredith Camacho,0
1108,62,Cody,soft-coated_wheaten_terrier,1000,2021-06-30,True,0,1,Operación de pata,1,Bryan Sexton,1
1109,91,Robert,Snowshoe,20,2021-05-24,0,1,0,Cortar uñas,1,Jamie Gordon,0
1110,49,Regina,Dilute Calico,1000,2021-06-17,False,1,0,Operación de pata,0,Christopher Saunders,1
1111,93,Maria,Snowshoe,40,2021-06-10,True,1,0,Baño médico,1,Philip Dunlap,1
1112,14,Gabrielle,British Shorthair,20,2021-06-02,False,1,0,servicio general,1,Nicole Munoz,1
1113,90,Cassandra,samoyed,40,2021-05-29,0,0,1,Baño médico,1,Sherry Jennings,0
1114,27,Rodney,Calico,80,2021-05-01,True,1,0,castración,0,Barbara Rodriguez,1
1115,74,Jason,Oriental Short Hair,30,2021-05-11,0,1,0,Peluquería,1,Nicole Castro,0
1116,31,Timothy,yorkshire_terrier,40,2021-05-19,False,0,1,Baño médico,1,Sean Ward,1
1117,51,James,Manx,80,2021-05-10,0,1,0,castración,1,Kenneth Cooper,0
1118,88,Kristina,chihuahua,30,2021-05-25,0,0,1,Desparasitación,0,Cheryl Barber MD,0
1119,41,Julie,shih-tzu,40,2021-05-30,0,0,1,Baño médico,0,Amy Murphy,0
1120,93,Jamie,Exotic Shorthair,20,2021-05-12,True,1,0,Cortar uñas,0,Jacob Parks,1
1121,44,Hannah,Cornish Rex,50,2021-06-09,True,1,0,Vacunación,0,Elizabeth Bailey,1
1122,87,Michael,Torbie,20,2021-06-29,False,1,0,servicio general,1,Tiffany Bean,1
1123,42,Russell,Abyssinian,40,2021-05-18,True,1,0,Baño médico,0,Rebecca Wagner,1
1124,1,Matthew,collie,30,2021-05-04,0,0,1,Peluquería,0,Amanda Roberts,0
1125,65,Elaine,kuvasz,50,2021-06-18,False,0,1,Vacunación,1,Sergio Sutton,1
1126,82,Patricia,english_springer,30,2021-06-03,False,0,1,Desparasitación,0,Danielle Santos,1
1127,12,Elaine,kerry_blue_terrier,1000,2021-06-06,True,0,1,Operación de pata,1,Paul Chan,1
1128,97,Michael,west_highland_white_terrier,50,2021-05-08,True,0,1,Vacunación,1,William Carter,1
1129,14,Hannah,tibetan_mastiff,80,2021-05-07,False,0,1,castración,1,Mark Beasley,1
1130,84,Russell,Burmese,30,2021-06-09,0,1,0,Desparasitación,0,James Arias,0
1131,66,Jennifer,Domestic Medium Hair,40,2021-05-20,0,1,0,Baño médico,0,Stephanie Peterson,0
1132,34,Brittany,Canadian Hairless,1000,2021-06-27,True,1,0,Operación de pata,0,Laurie Dean,1
1133,27,James,papillon,80,2021-06-28,True,0,1,castración,1,Dr. Nancy Martinez,1
1134,5,Thomas,Torbie,30,2021-06-04,False,1,0,Desparasitación,0,Laura Franklin MD,1
1135,22,Lisa,japanese_spaniel,20,2021-05-17,True,0,1,Cortar uñas,0,Nicholas Hicks,1
1136,65,Katie,eskimo_dog,20,2021-05-06,True,0,1,servicio general,0,Alexander Fields,1
1137,95,Deborah,Canadian Hairless,20,2021-05-15,0,1,0,Cortar uñas,1,Thomas Fuentes,0
1138,49,Gabrielle,Selkirk Rex,20,2021-06-23,True,1,0,Cortar uñas,1,Charlotte Hayden,1
1139,44,Julie,boxer,1000,2021-06-02,True,0,1,Operación de pata,1,Linda Mills,1
1140,66,James,British Shorthair,20,2021-06-29,0,1,0,Cortar uñas,0,Jennifer Rasmussen,0
1141,62,Paula,Exotic Shorthair,20,2021-06-04,True,1,0,servicio general,1,Jennifer Miller,1
1142,59,Valerie,samoyed,80,2021-05-04,False,0,1,castración,0,Cassandra Guzman,1
1143,52,Samantha,english_springer,20,2021-06-03,0,0,1,Cortar uñas,0,Tracy Edwards,0
1144,59,Christopher,maltese_dog,1000,2021-06-21,False,0,1,Operación de pata,0,Douglas Yates,1
1145,73,Stefanie,Burmese,50,2021-05-20,True,1,0,Vacunación,1,Cassie Case,1
1146,79,Christopher,boxer,1000,2021-05-23,False,0,1,Operación de pata,0,James Torres,1
1147,97,Elaine,Russian Blue,30,2021-06-29,True,1,0,Desparasitación,1,Gavin Brown,1
1148,91,Luis,Cornish Rex,30,2021-05-15,0,1,0,Peluquería,0,Kevin Goodwin,0
1149,95,Matthew,basenji,20,2021-06-11,0,0,1,Cortar uñas,0,Brenda Lucas,0
1150,72,Karen,Applehead Siamese,50,2021-06-20,True,1,0,Vacunación,1,Jodi Harris,1
1151,48,Alfred,Burmese,50,2021-05-24,0,1,0,Vacunación,1,Christopher Zuniga,0
1152,79,Hector,Tabby,80,2021-05-13,False,1,0,castración,0,Sara Sutton,1
1153,36,Brooke,Havana,30,2021-05-12,True,1,0,Peluquería,1,Craig Miranda,1
1154,14,Austin,Exotic Shorthair,50,2021-06-05,False,1,0,Vacunación,0,Stacey Brown,1
1155,87,Angela,Dilute Tortoiseshell,50,2021-05-08,True,1,0,Vacunación,1,Jonathan Vargas,1
1156,87,Dominique,Javanese,30,2021-05-27,True,1,0,Desparasitación,0,David Schwartz,1
1157,73,Nicholas,great_pyrenees,80,2021-06-25,True,0,1,castración,0,Casey Smith,1
1158,49,Julie,welsh_springer_spaniel,1000,2021-05-22,True,0,1,Operación de pata,1,Joyce Tucker,1
1159,90,Kayla,Torbie,40,2021-05-05,0,1,0,Baño médico,1,Dennis Pittman MD,0
1160,9,Leonard,labrador_retriever,30,2021-06-15,True,0,1,Peluquería,1,Cindy Wells,1
1161,12,Joshua,Javanese,40,2021-05-26,True,1,0,Baño médico,0,Jennifer Miller,1
1162,98,Paula,Somali,30,2021-06-15,0,1,0,Peluquería,0,Dennis Costa,0
1163,5,Lauren,Domestic Short Hair,80,2021-06-13,False,1,0,castración,1,Kevin Parker,1
1164,49,Allison,Siberian,20,2021-06-13,True,1,0,Cortar uñas,0,Kevin Briggs,1
1165,5,Zachary,airedale,40,2021-06-29,False,0,1,Baño médico,1,Janet Quinn,1
1166,77,Luis,soft-coated_wheaten_terrier,30,2021-05-13,False,0,1,Peluquería,0,Dawn Johnson MD,1
1167,14,Melissa,Birman,30,2021-05-16,False,1,0,Desparasitación,1,Brandon Bowers,1
1168,39,Lisa,norwegian_elkhound,30,2021-06-15,0,0,1,Desparasitación,0,Cynthia Gonzalez,0
1169,42,Luis,basset,50,2021-05-20,True,0,1,Vacunación,1,Darin Hunt,1
1170,77,Kristina,Dilute Tortoiseshell,50,2021-06-06,False,1,0,Vacunación,0,Deanna Johnson,1
1171,13,Cheryl,Calico,40,2021-05-24,False,1,0,Baño médico,0,Alexander Peterson,1
1172,60,Christopher,kerry_blue_terrier,20,2021-05-09,False,0,1,servicio general,1,Kelly Valdez,1
1173,84,Jennifer,african_hunting_dog,40,2021-05-28,0,0,1,Baño médico,0,Curtis Cox,0
1174,42,Maria,Javanese,20,2021-06-27,True,1,0,Cortar uñas,0,Erin Marshall,1
1175,88,James,Japanese Bobtail,30,2021-05-20,0,1,0,Desparasitación,0,Michael Peterson,0
1176,47,David,samoyed,30,2021-06-21,0,0,1,Desparasitación,1,Claire Ramirez,0
1177,51,Cody,Ragdoll,1000,2021-06-26,0,1,0,Operación de pata,0,Bryan Vasquez,0
1178,74,Paula,miniature_schnauzer,20,2021-05-18,0,0,1,Cortar uñas,1,Edwin Schmidt,0
1179,22,Ronald,Pixiebob,50,2021-06-17,True,1,0,Vacunación,1,Rebekah Nguyen,1
1180,95,Melissa,Siberian,20,2021-05-31,0,1,0,servicio general,0,Kaitlin Sampson,0
1181,10,Timothy,Tortoiseshell,80,2021-05-17,0,1,0,castración,1,Sarah Keller,0
1182,33,Bonnie,tibetan_mastiff,50,2021-06-18,0,0,1,Vacunación,0,Robert Harris,0
1183,52,Kayla,American Curl,1000,2021-06-06,0,1,0,Operación de pata,1,Adam Henry,0
1184,12,John,Havana,40,2021-05-24,True,1,0,Baño médico,0,Brooke Gonzalez,1
1185,84,Gabrielle,Chartreux,30,2021-05-06,0,1,0,Desparasitación,0,Catherine Nguyen,0
